Название Скважины,ГЗУ,Связь,Статус работы,Тип Скважины,"Qж (факт), т/сут","Qж (4 часа), т/сут","Рлин, атм","Тлин, °C","Работа, ч",Комментарии
5528,ГЗУ-30а п,1783941965.646,Running,Srp,14.532150983158862,14.55354281635231,5.84,16.5,-,
5530,ГЗУ-31а п,1783942623.738,Running,Srp,25.36770648947416,25.323749046534168,,,-,
5535,ГЗУ-30а п,NaN,,Srp,null,null,,,-,
5541,ГЗУ-31а п,1783130426.233,Running,Srp,null,null,,,-,
5543,ГЗУ-27 п,1783942794.149,Stop,Pcp,16.15629867586655,16.334971467062168,,,-,
5552,ГЗУ-27а п,1783943112.659,,Pcp,47.63881537234363,47.69841486762505,,,-,
5553,ГЗУ-27а п,1783941075.373,Running,Srp,18.81711003977014,18.885751897738132,,,-,
5561,ГЗУ-30а п,1783912725.655,,Srp,null,null,,,-,
5563,ГЗУ-30а п,1783942820.851,,Pcp,13.837483727938745,14.038037320048094,,,-,
5564,ГЗУ-30а п,1783938593.263,,Srp,16.7251032282437,null,,,-,
5571,ГЗУ-30а п,1783943415.469,,Srp,14.451145382800997,14.441197291120952,,,-,
5572,ГЗУ-30а п,1783939128.636,,Pcp,2.3814123224460375,null,,,-,
5573,ГЗУ-30а п,1783938971.182,Running,Pcp,25.938939580409578,25.505601858274197,,,-,
5574,ГЗУ-30а п,1783929092.309,,Srp,8.124214408993655,null,,,-,
5576,ГЗУ-30а п,1783943054.664,Stop,Pcp,44.31437687952584,44.484133856849965,1.72,32.6,-,
5577,ГЗУ-30а п,1783942642.351,Stop,Srp,20.796256935273576,20.5299772072689,1.64,63.2,-,
5581,ГЗУ-27а п,1783943038.142,,Pcp,17.075956716692843,1.5812527501439904,,,-,
5584,ГЗУ-32а п,1780279235.045,,Srp,null,null,,,-,
5586,ГЗУ-32а п,1783943122.812,Running,Srp,11.160277168002281,11.090387261864656,,,-,
5592,ГЗУ-32 п,1783940672.419,Running,Pcp,19.946618654755845,19.792712886332268,,,-,
5593,ГЗУ-32 п,1783941517.468,Running,Pcp,12.803282672792129,10.758076720969425,,,-,
5594,ГЗУ-32 п,1783942878.063,Running,Srp,22.13474407223951,22.079090150380868,,,-,
5595,ГЗУ-32 п,1783940242.524,,Pcp,3.6778203068639663,3.7295244069171294,,,-,
5596,ГЗУ-32а п,1775529816.021,Stop,Pcp,null,null,,,-,
5598,ГЗУ-32а п,1783940236.238,,Srp,2.1178896548113793,1.8326795988181803,,,-,
5604,ГЗУ-32а п,1783942252.53,Running,Pcp,0,0,,,-,
5606,ГЗУ-32 п,1783942961.536,,Pcp,38.521214341518665,38.451467843294246,,,-,
5623,ГЗУ-27 п,1773050822.832,,Pcp,null,null,,,-,
5625,ГЗУ-27 п,1783943407.972,Running,Pcp,7.545575426681092,7.278527367117985,,,-,
5626,ГЗУ-32а п,1783941867.862,Stop,Pcp,6.470493782186091,5.805494270535888,,,-,
5629,ГЗУ-27 п,1783942230.216,Stop,Pcp,9.93179481061601,10.02428279725109,,,-,
5630,ГЗУ-27 п,1783940138.453,Running,Srp,10.54744571083815,11.058688829236361,,,-,
5631,ГЗУ-27 п,1783943362.398,Running,Pcp,14.397304486628638,14.576812988247188,,,-,
5632,ГЗУ-27 п,1783936807.423,Stop,Pcp,5.622935179027037,5.467992851647381,,,-,
5650,ГЗУ-27а п,1783943519.824,Running,Pcp,15.59573155926731,15.268795491387733,2.28,40.8,-,
5652,ГЗУ-27а п,1783942564.073,Running,Pcp,5.257176778559687,4.673084580934916,2.62,36.4,-,
5655,ГЗУ-27а п,1783943111.501,Running,Pcp,0,0,0,0,-,
5665,ГЗУ-27а п,1783943127.362,,Pcp,84.4988861875436,84.48946700912028,,,-,
5667,ГЗУ-31а п,1783053246.048,,Pcp,null,null,,,-,
5680,ГЗУ-32а п,1783821631.521,,Pcp,null,null,,,-,
5746,ГЗУ-33 п,1783943082.511,,Pcp,7.85599497200745,8.122041106843282,,,-,
5751,ГЗУ-33 п,1783940321.333,,Srp,27.007387435015282,26.872717027050975,,,-,
5752,ГЗУ-33 п,1783942713.13,Stop,Srp,29.52789955781234,29.507603690647162,,,-,
5754,ГЗУ-33 п,1783942343.343,Running,Pcp,30.504434172758007,31.485723050100393,,,-,
5756,ГЗУ-33 п,1780538435.965,Running,Srp,null,null,,,-,
5759,ГЗУ-33 п,1783942094.724,,Srp,0,0,,,-,
5760,ГЗУ-33 п,1783942741.555,,Pcp,22.359857758722818,22.50652670930162,,,-,
5763,ГЗУ-33 п,1783943315.348,Running,Srp,0,0,,,-,
5766,ГЗУ-33 п,1783942381.048,Stop,Srp,25.882469701925228,25.861528055579676,,,-,
5767,ГЗУ-33 п,1783942592.176,,Pcp,5.787855487112998,5.82188718281175,,,-,
5769,ГЗУ-33 п,1783942642.105,,Srp,24.742888895547544,null,,,-,
5772,ГЗУ-33 п,1779933643.438,Stop,Srp,null,null,,,-,
5774,ГЗУ-33 п,1783942393.776,,Pcp,19.946672607732154,19.7808533739953,,,-,
5775,ГЗУ-33 п,1783941663.712,Running,Pcp,5.890097489640367,5.940786446723484,,,-,
5777,ГЗУ-33 п,1783943090.231,Stop,Srp,39.57428913704684,39.56043836683255,,,-,
5778,ГЗУ-33 п,1781488837.664,Running,Srp,null,null,,,-,
5780,ГЗУ-33 п,1783943459.61,Running,Pcp,33.7960282083581,33.67208285486863,,,-,
5784,ГЗУ-33 п,1783943260.663,,Srp,71.53439118161295,70.4956652117914,,,-,
5785,ГЗУ-33 п,1783942761.275,Running,Srp,28.376597670536682,28.3526353147508,,,-,
5787,ГЗУ-33 п,1783942563.758,Running,Pcp,37.56642103455084,37.792856582301724,,,-,
5791,ГЗУ-33 п,1783942813.513,Running,Pcp,15.465919340045746,15.609018299867136,,,-,
5796,ГЗУ-33 п,1783938057.472,,Srp,11.052137440066325,10.800292600404207,,,-,
5797,ГЗУ-33 п,1783942406.317,Running,Srp,18.92860440225885,18.74065749412609,,,-,
5799,ГЗУ-33 п,1783943353.653,,Pcp,3.0670208579558995,2.99791292212941,,,-,
5801,ГЗУ-33 п,1783942467.482,,Pcp,27.96169193186683,28.160878727383277,,,-,
5802,ГЗУ-33 п,1783942341.663,Stop,Srp,26.743738528773218,26.748908049475073,,,-,
5803,ГЗУ-33 п,1783941413.855,Stop,Srp,32.79358269568365,32.93862635470115,,,-,
5807,ГЗУ-33 п,1783943336.635,Stop,Srp,19.369334014499156,36.305821221105475,,,-,
5811,ГЗУ-33 п,1782784837.732,Running,Pcp,null,null,,,-,
5812,ГЗУ-33 п,1783914182.882,Stop,Srp,0,null,,,-,
5813,ГЗУ-33 п,1783943407.957,Stop,Srp,42.47204834495579,41.86798626850059,,,-,
5815,ГЗУ-33 п,1783943004.841,Stop,Srp,7.931922221181714,0,,,-,
5816,ГЗУ-33 п,1783943345.465,Stop,Srp,11.32387548434286,11.459339089879458,,,-,
5818,ГЗУ-33 п,1783940684.065,,Pcp,21.748241278634787,21.717616646365723,,,-,
5820,ГЗУ-33 п,1782039556.448,,Pcp,null,null,,,-,
5822,ГЗУ-33 п,1783943473.64,Stop,Pcp,16.053813098237946,16.203784240894837,,,-,
5823,ГЗУ-33 п,1783942673.208,Stop,Srp,32.170364559002124,32.27569837365279,,,-,
5825,ГЗУ-33 п,1783942804.892,,Srp,32.18223485531178,32.17978276046194,,,-,
5827,ГЗУ-33 п,1783942027.061,Running,Srp,21.692142734168705,21.595036047818663,,,-,
5833,ГЗУ-33 п,1783942361.442,Stop,Srp,13.130884029939978,12.763515274690572,,,-,
5834,ГЗУ-33 п,1783943411.842,Running,Pcp,0,0,,,-,
5835,ГЗУ-33 п,1783940577.173,Running,Pcp,1.6605139050880067,0.4741614341153946,,,-,
5836,ГЗУ-33 п,1783943226.688,Running,Pcp,23.55299955559349,23.464771141354767,,,-,
5841,ГЗУ-33 п,1783942907.88,Running,Pcp,1.6509919857420057,1.6403163233624805,,,-,
5843,ГЗУ-33 п,1783613973.539,,Srp,null,null,,,-,
5844,ГЗУ-33 п,1783942090.16,Stop,Srp,37.196722078094304,35.98374546091581,,,-,
5846,ГЗУ-33 п,1783850837.153,Stop,Srp,null,null,,,-,
5847,ГЗУ-33 п,1783942829.686,Stop,Srp,15.748915280721418,15.753920702207328,,,-,
5852,ГЗУ-33 п,1783942458.095,Stop,Srp,19.70806906710064,19.70063016487428,,,-,
5853,ГЗУ-33 п,1783942978.974,Running,Srp,11.613537237524708,11.728848408824017,,,-,
5857,ГЗУ-33 п,1783943300.557,Running,Srp,10.948450096366994,11.016414633073989,,,-,
5859,ГЗУ-33 п,1783942123.375,Stop,Srp,6.841322556078966,null,,,-,
5860,ГЗУ-33 п,1783940481.241,Running,Pcp,10.095091480046268,10.23013796772995,,,-,
5861,ГЗУ-33 п,1783941996.434,,Srp,33.456648739599,33.391575310862954,,,-,
5863,ГЗУ-33 п,1783939970.192,Stop,Pcp,19.245686620427257,19.412431082638854,,,-,
5867,ГЗУ-33 п,1783942693.742,Running,Srp,19.430831602650194,22.42340093661531,,,-,
5868,ГЗУ-33 п,1783942955.552,Running,Srp,14.383592658364174,14.401619502089355,,,-,
5871,ГЗУ-33 п,1783936807.823,Stop,Pcp,19.594547283352075,19.422719692694972,,,-,
5874,ГЗУ-33 п,1783942881.191,Running,Pcp,7.916233460562343,7.981043645743035,,,-,
5876,ГЗУ-30а п,1783937482.455,,Srp,19.97561088554383,20.033858735125712,,,-,
5896,ГЗУ-18 птв (нов),1783943083.028,Running,Pcp,9.223949601426368,9.129436985034376,,,-,
5897,ГЗУ-18 птв (нов),1783941550.28,Running,Pcp,19.602280092925472,19.785942125185304,,,-,
5898,ГЗУ-18 птв (нов),1783593080.623,,Srp,null,null,,,-,
5900,ГЗУ-18 птв (нов),1783942987.088,Stop,Pcp,8.185904348270826,14.357671350982615,,,-,
5901,ГЗУ-11 птв,1783941220.214,Running,Srp,3.049128946710382,2.501204110546199,,,-,
5902,ГЗУ-18 птв (нов),1782698435.736,,Pcp,null,null,,,-,
5903,ГЗУ-18 птв (нов),1781661634.652,,Pcp,null,null,,,-,
5909,ГЗУ-18 птв (нов),1783942629.638,Running,Pcp,4.704980702771166,4.619811964316922,,,-,
5911,ГЗУ-18 птв (нов),1783943193.883,,Pcp,6.828753542890294,6.971904285563957,,,-,
5914,ГЗУ-18 птв (нов),1783940111.029,,Srp,1.3169898387347763,1.406773424789413,,,-,
5915,ГЗУ-18 птв (нов),1783942919.893,,Srp,1.654428607048111,2.2725274155274136,,,-,
5916,ГЗУ-18 птв (нов),1782177819.326,,Pcp,null,null,,,-,
5917,ГЗУ-18 птв (нов),1783943267.256,Running,Pcp,18.95153643709306,19.071281416257122,,,-,
5918,ГЗУ-18 птв (нов),1776581028.679,,Pcp,null,null,,,-,
5919,ГЗУ-18 птв (нов),1782007240.032,,Pcp,null,null,,,-,
5921,ГЗУ-18 птв (нов),1783943280.513,Running,Pcp,1.0549652749377987,0.9340973541038152,,,-,
6005,ГЗУ-12а ввг,1783941990.011,Stop,Srp,33.98084547375888,33.93577794526455,,,-,
6007,ГЗУ-12а ввг,1783940062.885,,Pcp,5.7041090362532465,5.869462762282158,,,-,
6012,ГЗУ-12а ввг,1782400060.804,Stop,Pcp,null,null,,,-,
6014,ГЗУ-12а ввг,1783941480.459,Stop,Pcp,0,0,,,-,
6015,ГЗУ-12а ввг,1783941717.716,Running,Srp,0.7706853523316533,0.7709624696011063,0.09,36.3,-,
6018,ГЗУ-12а ввг,1783936806.624,,Pcp,13.81881030575316,13.489307521358874,,,-,
6019,ГЗУ-12а ввг,1783939704.888,Stop,Pcp,3.6333144491735783,3.9640811380538445,,,-,
6020,ГЗУ-12а ввг,1783942663.678,Running,Pcp,7.264339667014548,7.581294460924451,,,-,
6021,ГЗУ-12а ввг,1783942623.629,Running,Pcp,6.48669335575999,6.367214143949857,,,-,
6022,ГЗУ-12а ввг,1783940962.969,,Pcp,5.865928756918631,5.738264208283898,,,-,
6023,ГЗУ-12а ввг,1783939834.211,Stop,Pcp,15.003048475623789,15.018759956068974,,,-,
6024,ГЗУ-12а ввг,1783942425.944,Running,Pcp,26.036635286081783,26.174891728488657,,,-,
6025,ГЗУ-12а ввг,1783942778.038,Running,Pcp,35.08010991907917,35.29040338794117,,,-,
6028,ГЗУ-12а ввг,1783942930.442,Stop,Pcp,44.40189924465015,44.106562692537764,,,-,
6030,ГЗУ-12а ввг,1783942567.265,Stop,Pcp,12.612290150336548,12.257275447990143,,,-,
6032,ГЗУ-12а ввг,1783943211.171,Stop,Pcp,42.294409083334365,42.844015662606836,,,-,
6034,ГЗУ-12а ввг,1783942816.186,Stop,Pcp,16.55702300470474,16.473666142388865,,,-,
6038,ГЗУ-12а ввг,1780230004.987,Stop,Srp,null,null,,,-,
6040,ГЗУ-12а ввг,1783943165.359,Stop,Srp,30.486720816266274,30.362214221899844,,,-,
6044,ГЗУ-12а ввг,1783940242.721,Stop,Pcp,33.09590256773353,35.39380500622318,,,-,
6045,ГЗУ-12а ввг,1783941848.228,,Pcp,35.01043275255638,35.117130526027935,,,-,
6046,ГЗУ-12а ввг,1783942632.199,Running,Srp,28.951170463974844,28.68784565191419,,,-,
6047,ГЗУ-12а ввг,1783942341.031,Running,Pcp,42.402305435272,42.614441487136894,,,-,
6048,ГЗУ-12а ввг,1783942400.53,,Pcp,26.41141911822228,26.306808435221626,,,-,
6049,ГЗУ-12а ввг,1783942838.303,Stop,Pcp,39.38903783142949,39.19641897495759,,,-,
6050,ГЗУ-12а ввг,1783942709.65,Stop,Pcp,2.6014686914943015,4.1551485113250415,,,-,
6053,ГЗУ-12а ввг,1783942712.96,Stop,Pcp,7.320157836001398,6.172086656830792,,,-,
6055,ГЗУ-12а ввг,1783940341.591,Stop,Pcp,84.29947317008131,84.61389140991395,,,-,
6057,ГЗУ-12а ввг,1783942784.705,Stop,Pcp,55.49275923253411,55.49168129474772,,,-,
6059,ГЗУ-12а ввг,1783943471.389,Running,Pcp,44.43588876526495,44.31324278982538,,,-,
6061,ГЗУ-12а ввг,1780827480.646,Stop,Pcp,null,null,,,-,
6063,ГЗУ-12а ввг,1783943428.248,Stop,Srp,39.533312010461465,39.536943846062876,,,-,
6069,ГЗУ-12а ввг,1778292035.457,,Pcp,null,null,,,-,
6070,ГЗУ-12а ввг,1783942710.833,Running,Pcp,54.99030634035902,54.5269296974801,,,-,
6072,ГЗУ-12а ввг,1783942493.378,Stop,Pcp,43.635983132309235,43.77752506837234,,,-,
6073,ГЗУ-12а ввг,1783942696.582,,Pcp,14.963759406674514,14.547884489856134,,,-,
6074,ГЗУ-12а ввг,1783943395.042,Stop,Pcp,21.24790599312269,22.349419530550207,,,-,
6075,ГЗУ-12а ввг,1783942397.826,Running,Srp,38.680757272253054,38.859269685448666,,,-,
6076,ГЗУ-12а ввг,1783943518.725,Stop,Pcp,33.839404143796635,33.802747671195434,,,-,
6077,ГЗУ-12а ввг,1783936807.823,Stop,Pcp,4.515163893050983,4.941932985477456,,,-,
6078,ГЗУ-12 ввг,1783942257.126,Stop,Pcp,25.373414518970787,24.772473627107072,,,-,
6082,ГЗУ-12а ввг,1783943362.547,Stop,Pcp,34.56745576461132,34.41107194841533,,,-,
6085,ГЗУ-12а ввг,1783943401.56,Stop,Pcp,17.061349644298634,17.092758305269623,,,-,
6087,ГЗУ-12а ввг,1783942462.504,,Srp,3.0737869783281435,3.0625256067517896,,,-,
6089,ГЗУ-12а ввг,1783942985.904,Running,Pcp,0,0,,,-,
6091,ГЗУ-12а ввг,1783943170.554,Running,Pcp,14.581062218098214,14.48978987419414,,,-,
6093,ГЗУ-12а ввг,1783941547.272,Running,Pcp,2.590302732713649,2.5681133805349745,,,-,
6095,ГЗУ-12 ввг,1783942631.029,Running,Pcp,5.359091525610468,5.393417448265511,,,-,
6099,ГЗУ-12а ввг,1783943091.966,Stop,Pcp,11.894620723459038,11.9160679392337,,,-,
6100,ГЗУ-12а ввг,1783941743.99,,Srp,45.52234556678081,45.43300078256012,,,-,
6102,ГЗУ-12а ввг,1783941372.167,Stop,Srp,38.585846490397536,38.553271990389085,,,-,
6103,ГЗУ-12а ввг,1783943487.735,Running,Pcp,18.78589855511229,18.73757899463844,,,-,
6104,ГЗУ-12а ввг,1783942781.15,Running,Pcp,24.546650178219085,24.68599004334968,,,-,
6105,ГЗУ-12а ввг,1783943107.886,Running,Pcp,30.577423544110946,30.413604450473198,,,-,
6106,ГЗУ-12а ввг,1783943001.657,Running,Srp,0.03445364421007338,0.10173451213148937,,,-,
6107,ГЗУ-12а ввг,1783940359.836,Stop,Pcp,0,0,,,-,
6108,ГЗУ-12а ввг,1783941448.431,,Pcp,1.9843261708850999,0,,,-,
6109,ГЗУ-12а ввг,1783940117.945,Stop,Pcp,17.662452096556276,17.490041201648925,,,-,
6110,ГЗУ-12 ввг,1783942457.114,Running,Pcp,19.88617173798075,20.0746792528614,,,-,
6111,ГЗУ-12 ввг,1783943138.077,,Pcp,28.191701828070624,28.07492578472914,,,-,
6115,ГЗУ-12а ввг,1783942738.238,,Pcp,69.36747241898682,69.52603318290143,,,-,
6117,ГЗУ-12а ввг,1783942995.764,Stop,Pcp,33.013158794782356,32.120254058612126,,,-,
6119,ГЗУ-12а ввг,1783942932.172,Stop,Pcp,13.175941541110564,13.171636670067652,,,-,
6122,ГЗУ-12а ввг,1783941639.191,Stop,Pcp,30.8621981920449,31.02050168420884,,,-,
6129,ГЗУ-12 ввг,1783942091.799,Stop,Pcp,9.574875388526339,9.811417145859727,,,-,
6130,ГЗУ-12 ввг,1783942793.425,,Pcp,0,0,,,-,
6135,ГЗУ-12а ввг,1783938139.287,Running,Pcp,8.181781839461422,8.393532252300595,,,-,
6137,ГЗУ-12а ввг,1783942584.833,Running,Pcp,42.35699911536397,42.323178222831466,,,-,
6138,ГЗУ-12а ввг,1783941838.026,,Srp,47.66739595581035,47.59647643465248,,,-,
6139,ГЗУ-12а ввг,1783943507.481,,Srp,1.6386143029178126,1.8161875888790728,,,-,
6145,ГЗУ-12а ввг,1783940580.985,Stop,Pcp,21.466102862044803,21.496694663742193,,,-,
6155,ГЗУ-12 ввг,1783942925.769,Stop,Pcp,37.49625788612612,37.42706708236753,,,-,
6161,ГЗУ-12 ввг,1783943091.415,Stop,Pcp,23.338588577117992,23.244795985737365,,,-,
6188,ГЗУ-12а ввг,1783943231.63,Stop,Pcp,19.22440640295456,21.33073388543473,,,-,
6189,ГЗУ-12а ввг,1783943491.99,,Pcp,15.52173860552885,15.79360506788869,,,-,
6197,ГЗУ-12а ввг,1783943489.268,Stop,Pcp,5.579802449290091,5.642032548822808,,,-,
6198,ГЗУ-12а ввг,1783940064.808,,Pcp,2.0466280368479266,2.007976085027901,,,-,
6201,ГЗУ-12а ввг,1783942949.792,Running,Pcp,10.609843412858638,11.86032534300495,,,-,
6203,ГЗУ-12а ввг,1783942624.226,,Pcp,19.330200873811275,19.5335169803275,,,-,
6205,ГЗУ-12а ввг,1783942715.634,Running,Srp,42.57566986014715,42.49086667933746,,,-,
6210,ГЗУ-12а ввг,1783940646.995,,Pcp,11.943601059310767,12.24079570268463,,,-,
6212,ГЗУ-12а ввг,1783942993.061,Stop,Pcp,18.407312009777968,18.439041551772963,,,-,
6213,ГЗУ-12а ввг,1783943085.754,,Pcp,0.8985210909194509,0.9619146831545932,,,-,
6215,ГЗУ-12а ввг,1783941148.725,Stop,Pcp,36.06506654605882,35.82848630039664,,,-,
6219,ГЗУ-12а ввг,1783936807.73,Running,Pcp,0,0,,,-,
6223,ГЗУ-12а ввг,1782040427.097,,Pcp,null,null,,,-,
6226,ГЗУ-12а ввг,1783942617.676,Stop,Pcp,41.27121769624201,40.07405809531433,,,-,
6227,ГЗУ-12а ввг,1783049081.717,,Pcp,null,null,,,-,
6228,ГЗУ-12 ввг,1783943265.954,Running,Srp,43.97921653593638,47.42031837865132,,,-,
6229,ГЗУ-12 ввг,1783942723.087,Stop,Pcp,17.7228023488883,16.261622159726535,,,-,
6233,ГЗУ-12 ввг,1783940414.882,,Pcp,42.90346468579065,42.74428832727368,,,-,
6242,ГЗУ-12 ввг,1783941469.171,Stop,Pcp,21.705183881055287,21.637030337749344,,,-,
6244,ГЗУ-12 ввг,1783942458.207,Stop,Pcp,29.930511247600247,30.00037270070538,,,-,
6246,ГЗУ-12 ввг,1783943065.146,Running,Pcp,0.4018837268244387,0.39655309933820637,,,-,
6249,ГЗУ-12а ввг,1783942465.859,,Pcp,0,0,,,-,
6254,ГЗУ-12а ввг,1783943099.594,Stop,Pcp,8.818097780462242,8.871514924254472,,,-,
6257,ГЗУ-12а ввг,1783941789.135,Running,Srp,44.288141099964726,44.302898741677275,,,-,
6259,ГЗУ-12а ввг,1780228729.557,,Pcp,null,null,,,-,
6261,ГЗУ-12а ввг,1783942207.026,,Pcp,14.20654974045906,14.31185733011579,,,-,
6265,ГЗУ-12а ввг,1780229842.438,Running,Srp,null,null,,,-,
6266,ГЗУ-12а ввг,1783943481.335,Running,Srp,13.893761077149147,15.104277409461192,,,-,
6267,ГЗУ-12а ввг,1783931559.094,,Pcp,39.59959383822878,null,,,-,
6268,ГЗУ-12а ввг,1783941194.325,Stop,Pcp,10.495776811746572,10.471279466887736,,,-,
6274,ГЗУ-12а ввг,1783940441.632,Running,Pcp,34.360129268920325,34.04992394691987,,,-,
6276,ГЗУ-12а ввг,1783938230.283,Running,Srp,4.06184188431809,null,,,-,
6283,ГЗУ-12а ввг,1783936807.82,Stop,Pcp,null,61.40906471622001,,,-,
6287,ГЗУ-12а ввг,1783924731.802,,Pcp,55.12017732507644,null,,,-,
6289,ГЗУ-12а ввг,1783943310.282,Stop,Srp,1.147268844873836,0,,,-,
6293,ГЗУ-12а ввг,1783942017.393,Stop,Pcp,33.23097279128738,33.23842243280019,,,-,
6294,ГЗУ-12а ввг,1783943429.027,Stop,Srp,5.460689484670208,5.074095267800022,,,-,
6297,ГЗУ-12а ввг,1783942399.276,Stop,Srp,14.136316484383654,14.858208402626227,,,-,
6304,ГЗУ-12а ввг,1783942953.838,,Pcp,0,null,,,-,
6305,ГЗУ-12а ввг,1783943361.018,,Pcp,36.928808124377014,36.832902288039314,,,-,
6306,ГЗУ-12а ввг,1783908037.127,Running,Srp,58.484320901598025,null,,,-,
6307,ГЗУ-12 ввг,1783943175.079,Running,Pcp,53.530195225965926,53.77762262784917,,,-,
6308,ГЗУ-12 ввг,1783942551.517,Running,Pcp,62.48578257542764,62.627921491686884,,,-,
6320,ГЗУ-12а ввг,1783941394.367,Running,Srp,6.398346057599365,6.306358723738928,,,-,
6322,ГЗУ-12а ввг,1783942700.874,Stop,Pcp,17.19322145942565,17.123289753018835,,,-,
6324,ГЗУ-12а ввг,1783942854.665,,Pcp,19.53604392074469,19.261898020987093,,,-,
6326,ГЗУ-12а ввг,1783943015.664,,Srp,44.67246953354843,44.24599053915646,,,-,
6328,ГЗУ-12 ввг,1783942720.732,Running,Pcp,52.983327060400505,52.91430502924548,,,-,
6330,ГЗУ-12 ввг,1783942588.591,,Pcp,77.67889181176112,83.48818441510666,,,-,
6344,ГЗУ-12а ввг,1783936807.722,Running,Srp,0,44.142213008820576,,,-,
6345,ГЗУ-12а ввг,1783943412.691,,Srp,33.156239551978516,32.754366804375884,,,-,
6346,ГЗУ-12 ввг,1783943421.087,Stop,Pcp,52.42671006588433,52.290242442105885,,,-,
6347,ГЗУ-12 ввг,1783942522.371,Stop,Pcp,66.96731759738857,66.67992650131674,,,-,
6348,ГЗУ-12 ввг,1783942669.559,,Pcp,113.68205386139621,113.40246872907669,,,-,
6362,ГЗУ-12 ввг,1783943180.189,Running,Pcp,28.911075022200805,25.82662404847455,,,-,
6364,ГЗУ-12 ввг,1783943341.392,Running,Pcp,36.50720676472253,36.84293558807757,,,-,
6366,ГЗУ-12 ввг,1783943397.193,Stop,Pcp,36.61510430566038,36.7407949143328,,,-,
6369,ГЗУ-12 ввг,1783942374.337,Running,Pcp,87.22325515553061,87.68008632045876,,,-,
6370,ГЗУ-12 ввг,1783937751.176,Stop,Pcp,61.80730123115946,0,,,-,
6376,ГЗУ-12 ввг,1783942499.375,Stop,Pcp,32.791902017588896,32.85986791265301,,,-,
6377,ГЗУ-12 ввг,1783942632.984,,Srp,36.844771509704245,36.843254848384156,,,-,
6378,ГЗУ-12 ввг,1783943041.694,Stop,Srp,43.07813949281669,36.39463809978263,,,-,
6379,ГЗУ-12 ввг,1783943332.201,Stop,Srp,42.755018893131556,42.66587046429631,,,-,
6380,ГЗУ-12 ввг,1783941986.797,Running,Srp,35.011192071229694,34.91663385796885,,,-,
6381,ГЗУ-12 ввг,1783942466.35,Running,Srp,27.743377692123513,27.978641764293084,,,-,
6387,ГЗУ-12 ввг,1783942991.591,Stop,Srp,41.020741206377146,40.14681554951276,,,-,
6390,ГЗУ-12 ввг,1783943093.228,Stop,Pcp,49.62224350627818,49.538355813227625,,,-,
6397,ГЗУ-12 ввг,1783943274.881,,Pcp,28.835531533157265,28.40988371067268,,,-,
6410,ГЗУ-12 ввг,1783940032.22,Running,Pcp,36.05978391995623,35.61844212070013,,,-,
6412,ГЗУ-12 ввг,1783943456.064,Stop,Pcp,54.29893164882199,35.46351866990712,,,-,
6417,ГЗУ-12 ввг,1783940451.73,Running,Pcp,13.065287210341529,12.994340804296089,,,-,
6447,ГЗУ-9 птв,1783940298.779,Running,Pcp,38.153814150987685,38.53661665848182,,,-,
6469,ГЗУ-12 ввг,1780039744.529,Stop,Pcp,null,null,,,-,
6470,ГЗУ-12 ввг,1783941447.052,,Pcp,5.226447772606928,5.300005805178182,,,-,
6471,ГЗУ-12 ввг,1783943184.292,Running,Pcp,4.346700898417062,3.8699124558807836,0,34.4,-,
6473,ГЗУ-12 ввг,1780452038.939,Running,Pcp,null,null,,,-,
6477,ГЗУ-12 ввг,1783940344.237,Stop,Pcp,10.048513356623616,10.180825068122026,,,-,
6499,ГЗУ-9 птв,1783943038.612,,Pcp,19.95058850482977,19.895820563888083,,,-,
6516,ГЗУ-18 птв,1783942831.357,Running,Pcp,5.105865000646296,4.986847891213119,,,-,
6517,ГЗУ-18 птв,1783942919.755,Running,Pcp,40.77422847546905,40.539443262357686,,,-,
6522,ГЗУ-27 п,1783942909.053,Running,Pcp,15.711767901313035,20.727861542869725,,,-,
6524,ГЗУ-27 п,1783943078.996,Stop,Pcp,14.00538728148886,13.164545462669357,,,-,
6525,ГЗУ-27 п,1783943305.91,Running,Pcp,13.692108329850605,13.341340331217886,,,-,
6526,ГЗУ-27 п,1783941915.498,Running,Srp,24.97666064231729,25.255838340699796,,,-,
6528,ГЗУ-27 п,1783943327.161,,Srp,32.938717452227586,33.15766274456695,,,-,
6537,ГЗУ-34 п,1783942239.756,,Srp,57.649389630880556,57.68498874463586,,,-,
6541,ГЗУ-33 п,1783943196.853,,Srp,1.87711193105778,1.7822697163147638,,,-,
6565,ГЗУ-9 птв,1780230113.547,,Pcp,null,null,,,-,
6566,ГЗУ-11 птв,1783943302.657,Running,Pcp,16.494822814272105,16.743460579503918,,,-,
6567,ГЗУ-12 ввг,1783943336.753,Stop,Srp,16.363736749612578,16.44090789606923,,,-,
6568,ГЗУ-5 ввг,1783942702.164,Stop,Srp,22.999248645398108,23.60876647720619,,,-,
6569,ГЗУ-5 ввг,1783941595.409,Stop,Pcp,40.85518425759083,40.88774798490123,,,-,
6572,ГЗУ-5 ввг,1783942421.808,Stop,Srp,3.672966785838746,3.274317888536969,,,-,
6588,ГЗУ-34 п,1783943364.786,Stop,Pcp,84.26595011339744,84.81817782145185,,,-,
6589,ГЗУ-34 п,1783914551.154,Running,Pcp,66.52960837919278,null,,,-,
6591,ГЗУ-34 п,1778651523.074,,Srp,null,null,,,-,
